# Meteoric Engine 脚本兼容入口基线 —— 自动生成，请勿手改
# generator: tools/contract/gen_script_surface.py
# schema: 1
# columns: kind<TAB>name<TAB>source_location
# counts: lua_unique=222 hscript_unique=183 pairs_unique=405 bare_name_unique=379 registrations=406 dynamic_sites=4
# 口径: pairs_unique = 唯一 (kind,name) 对数（= 契约条目数）；bare_name_unique = 跨命名空间去重后的裸名数（Lua 与 HScript 有 26 个同名，属两份独立契约）
# dynamic_sites: source/psychlua/FunkinLua.hx:112, source/psychlua/FunkinLua.hx:392, source/psychlua/HScript.hx:501, source/psychlua/MenuScript.hx:203
# 动态点口径: 名字非字面量（运行期由脚本经 FunkinLua.customFunctions / MenuScript.addLocalCallback 注册），基线只冻结内建字面量面。
# multi_site: lua.noteTweenAngle
# kind=lua    : source/psychlua/** 下 Lua_helper.add_callback 的字符串字面量
# kind=hscript: source/psychlua/HScript.hx 的 set('…') 预设变量
# 不变量：本文件中的名字只增不减；删除或改名 = 破坏 mod 兼容，必须人工评审。
lua	getMouseX	source/psychlua/functions/PlayCommands.hx:100
lua	getMouseY	source/psychlua/functions/PlayCommands.hx:105
lua	getObjectOrder	source/psychlua/functions/ObjectCommands.hx:20
lua	getPixelColor	source/psychlua/functions/PlayCommands.hx:110
lua	getProperty	source/psychlua/ReflectionFunctions.hx:18
lua	getPropertyFromClass	source/psychlua/ReflectionFunctions.hx:33
lua	getPropertyFromGroup	source/psychlua/ReflectionFunctions.hx:71
lua	getPropertyLuaSprite	source/psychlua/DeprecatedFunctions.hx:119
lua	getRandomBool	source/psychlua/ExtraFunctions.hx:321
lua	getRandomFloat	source/psychlua/ExtraFunctions.hx:312
lua	getRandomInt	source/psychlua/ExtraFunctions.hx:303
lua	getRunningScripts	source/psychlua/functions/ScriptCommands.hx:16
lua	getScore	source/psychlua/functions/ScoreCommands.hx:46
lua	getScreenPositionX	source/psychlua/functions/ObjectCommands.hx:94
lua	getScreenPositionY	source/psychlua/functions/ObjectCommands.hx:105
lua	getShaderBool	source/psychlua/ShaderFunctions.hx:68
lua	getShaderBoolArray	source/psychlua/ShaderFunctions.hx:82
lua	getShaderFloat	source/psychlua/ShaderFunctions.hx:124
lua	getShaderFloatArray	source/psychlua/ShaderFunctions.hx:138
lua	getShaderInt	source/psychlua/ShaderFunctions.hx:96
lua	getShaderIntArray	source/psychlua/ShaderFunctions.hx:110
lua	getSongPosition	source/psychlua/functions/PlayCommands.hx:96
lua	getSoundTime	source/psychlua/functions/SoundCommands.hx:106
lua	getSoundVolume	source/psychlua/functions/SoundCommands.hx:85
lua	getTextFont	source/psychlua/TextFunctions.hx:133
lua	getTextFromFile	source/psychlua/ExtraFunctions.hx:233
lua	getTextSize	source/psychlua/TextFunctions.hx:124
lua	getTextString	source/psychlua/TextFunctions.hx:115
lua	getTextWidth	source/psychlua/TextFunctions.hx:142
lua	getThemeColor	source/psychlua/ExtraFunctions.hx:271
lua	getThemeColorCount	source/psychlua/ExtraFunctions.hx:279
lua	getThemeColorKey	source/psychlua/ExtraFunctions.hx:277
lua	getThemeColorName	source/psychlua/ExtraFunctions.hx:274
lua	getThemeColors	source/psychlua/ExtraFunctions.hx:282
lua	getThemePanelFill	source/psychlua/ExtraFunctions.hx:295
lua	getThemePrimary	source/psychlua/ExtraFunctions.hx:286
lua	getThemeRowHighlight	source/psychlua/ExtraFunctions.hx:298
lua	getThemeSecondary	source/psychlua/ExtraFunctions.hx:289
lua	getThemeTertiary	source/psychlua/ExtraFunctions.hx:292
lua	getVar	source/psychlua/functions/ScriptCommands.hx:126
lua	import	source/psychlua/functions/MenuCommands.hx:374
lua	initSaveData	source/psychlua/ExtraFunctions.hx:129
lua	insertToCustomSubstate	source/psychlua/CustomSubstate.hx:16
lua	isRunning	source/psychlua/functions/ScriptCommands.hx:112
lua	keyJustPressed	source/psychlua/ExtraFunctions.hx:94
lua	keyPressed	source/psychlua/ExtraFunctions.hx:105
lua	keyReleased	source/psychlua/ExtraFunctions.hx:116
lua	keyboardJustPressed	source/psychlua/ExtraFunctions.hx:22
lua	keyboardPressed	source/psychlua/ExtraFunctions.hx:26
lua	keyboardReleased	source/psychlua/ExtraFunctions.hx:30
lua	loadAnimateAtlas	source/psychlua/FlxAnimateFunctions.hx:28
lua	loadFrames	source/psychlua/functions/ScriptCommands.hx:203
lua	loadGraphic	source/psychlua/functions/ScriptCommands.hx:188
lua	loadSong	source/psychlua/functions/PlayCommands.hx:21
lua	luaSoundExists	source/psychlua/functions/ObjectCommands.hx:329
lua	luaSpriteAddAnimationByIndices	source/psychlua/DeprecatedFunctions.hx:71
lua	luaSpriteAddAnimationByPrefix	source/psychlua/DeprecatedFunctions.hx:61
lua	luaSpriteExists	source/psychlua/functions/ObjectCommands.hx:321
lua	luaSpriteMakeGraphic	source/psychlua/DeprecatedFunctions.hx:56
lua	luaSpritePlayAnimation	source/psychlua/DeprecatedFunctions.hx:86
lua	luaTextExists	source/psychlua/functions/ObjectCommands.hx:325
lua	makeAnimatedLuaSprite	source/psychlua/functions/ObjectCommands.hx:128
lua	makeFlxAnimateSprite	source/psychlua/FlxAnimateFunctions.hx:12
lua	makeGraphic	source/psychlua/functions/ObjectCommands.hx:137
lua	makeLuaSprite	source/psychlua/functions/ObjectCommands.hx:116
lua	makeLuaText	source/psychlua/TextFunctions.hx:9
lua	mouseClicked	source/psychlua/functions/MiscCommands.hx:16
lua	mousePressed	source/psychlua/functions/MiscCommands.hx:27
lua	mouseReleased	source/psychlua/functions/MiscCommands.hx:38
lua	musicFadeIn	source/psychlua/DeprecatedFunctions.hx:152
lua	musicFadeOut	source/psychlua/DeprecatedFunctions.hx:157
lua	noteTweenAlpha	source/psychlua/functions/NoteTweens.hx:92
lua	noteTweenAngle	source/psychlua/functions/NoteTweens.hx:47
lua	noteTweenAngle	source/psychlua/functions/NoteTweens.hx:77
lua	noteTweenDirection	source/psychlua/functions/NoteTweens.hx:62
lua	noteTweenX	source/psychlua/functions/NoteTweens.hx:17
lua	noteTweenY	source/psychlua/functions/NoteTweens.hx:32
lua	objectPlayAnimation	source/psychlua/DeprecatedFunctions.hx:19
lua	objectsOverlap	source/psychlua/functions/ObjectCommands.hx:404
lua	openCustomSubstate	source/psychlua/CustomSubstate.hx:14
lua	pauseSound	source/psychlua/functions/SoundCommands.hx:43
lua	playAnim	source/psychlua/functions/ObjectCommands.hx:174
lua	playMusic	source/psychlua/functions/SoundCommands.hx:17
lua	playSound	source/psychlua/functions/SoundCommands.hx:21
lua	precacheImage	source/psychlua/functions/CharacterCommands.hx:25
lua	precacheMusic	source/psychlua/functions/CharacterCommands.hx:33
lua	precacheSound	source/psychlua/functions/CharacterCommands.hx:29
lua	removeFromGroup	source/psychlua/ReflectionFunctions.hx:120
lua	removeLuaScript	source/psychlua/functions/ScriptCommands.hx:171
lua	removeLuaSprite	source/psychlua/functions/ObjectCommands.hx:304
lua	removeLuaText	source/psychlua/TextFunctions.hx:158
lua	removeSpriteShader	source/psychlua/ShaderFunctions.hx:53
lua	restartSong	source/psychlua/functions/PlayCommands.hx:61
lua	resumeSound	source/psychlua/functions/SoundCommands.hx:49
lua	runTimer	source/psychlua/functions/MiscCommands.hx:49
lua	saveFile	source/psychlua/ExtraFunctions.hx:191
lua	scaleLuaSprite	source/psychlua/DeprecatedFunctions.hx:109
lua	scaleObject	source/psychlua/functions/ObjectCommands.hx:259
lua	screenCenter	source/psychlua/functions/ObjectCommands.hx:375
lua	setBlendMode	source/psychlua/functions/ObjectCommands.hx:354
lua	setCharacterX	source/psychlua/functions/CharacterCommands.hx:48
lua	setCharacterY	source/psychlua/functions/CharacterCommands.hx:70
lua	setDataFromSave	source/psychlua/ExtraFunctions.hx:160
lua	setGlobalFromScript	source/psychlua/functions/ScriptCommands.hx:103
lua	setGraphicSize	source/psychlua/functions/ObjectCommands.hx:237
lua	setHealth	source/psychlua/functions/ScoreCommands.hx:58
lua	setHealthBarColors	source/psychlua/functions/ScoreCommands.hx:82
lua	setHits	source/psychlua/functions/ScoreCommands.hx:41
lua	setLuaSpriteCamera	source/psychlua/DeprecatedFunctions.hx:92
lua	setLuaSpriteScrollFactor	source/psychlua/DeprecatedFunctions.hx:101
lua	setMisses	source/psychlua/functions/ScoreCommands.hx:36
lua	setObjectCamera	source/psychlua/functions/ObjectCommands.hx:333
lua	setObjectOrder	source/psychlua/functions/ObjectCommands.hx:35
lua	setProperty	source/psychlua/ReflectionFunctions.hx:24
lua	setPropertyFromClass	source/psychlua/ReflectionFunctions.hx:51
lua	setPropertyFromGroup	source/psychlua/ReflectionFunctions.hx:97
lua	setPropertyLuaSprite	source/psychlua/DeprecatedFunctions.hx:134
lua	setRatingFC	source/psychlua/functions/ScoreCommands.hx:78
lua	setRatingName	source/psychlua/functions/ScoreCommands.hx:74
lua	setRatingPercent	source/psychlua/functions/ScoreCommands.hx:70
lua	setScore	source/psychlua/functions/ScoreCommands.hx:31
lua	setScrollFactor	source/psychlua/functions/ObjectCommands.hx:199
lua	setShaderBool	source/psychlua/ShaderFunctions.hx:154
lua	setShaderBoolArray	source/psychlua/ShaderFunctions.hx:169
lua	setShaderFloat	source/psychlua/ShaderFunctions.hx:214
lua	setShaderFloatArray	source/psychlua/ShaderFunctions.hx:229
lua	setShaderInt	source/psychlua/ShaderFunctions.hx:184
lua	setShaderIntArray	source/psychlua/ShaderFunctions.hx:199
lua	setShaderSampler2D	source/psychlua/ShaderFunctions.hx:246
lua	setSoundTime	source/psychlua/functions/SoundCommands.hx:113
lua	setSoundVolume	source/psychlua/functions/SoundCommands.hx:96
lua	setTextAlignment	source/psychlua/TextFunctions.hx:97
lua	setTextBorder	source/psychlua/TextFunctions.hx:50
lua	setTextColor	source/psychlua/TextFunctions.hx:67
lua	setTextFont	source/psychlua/TextFunctions.hx:77
lua	setTextItalic	source/psychlua/TextFunctions.hx:87
lua	setTextSize	source/psychlua/TextFunctions.hx:30
lua	setTextString	source/psychlua/TextFunctions.hx:20
lua	setTextWidth	source/psychlua/TextFunctions.hx:40
